사업명,기준년월,시도,수급권자수,수급가구수
기초생활보장(맞춤형급여) - 중복제거,201901,서울특별시,292470 ,211073 
기초생활보장(맞춤형급여) - 중복제거,201901,부산광역시,160523 ,118104 
기초생활보장(맞춤형급여) - 중복제거,201901,대구광역시,111261 ,79028 
기초생활보장(맞춤형급여) - 중복제거,201901,인천광역시,112222 ,77475 
기초생활보장(맞춤형급여) - 중복제거,201901,광주광역시,73294 ,47472 
기초생활보장(맞춤형급여) - 중복제거,201901,대전광역시,56683 ,39402 
기초생활보장(맞춤형급여) - 중복제거,201901,울산광역시,23341 ,17149 
기초생활보장(맞춤형급여) - 중복제거,201901,세종특별자치시,4969 ,3571 
기초생활보장(맞춤형급여) - 중복제거,201901,경기도,301244 ,217140 
기초생활보장(맞춤형급여) - 중복제거,201901,강원도,67766 ,50197 
기초생활보장(맞춤형급여) - 중복제거,201901,충청북도,59386 ,43978 
기초생활보장(맞춤형급여) - 중복제거,201901,충청남도,66075 ,49005 
기초생활보장(맞춤형급여) - 중복제거,201901,전라북도,101686 ,70496 
기초생활보장(맞춤형급여) - 중복제거,201901,전라남도,85243 ,62609 
기초생활보장(맞춤형급여) - 중복제거,201901,경상북도,107797 ,81013 
기초생활보장(맞춤형급여) - 중복제거,201901,경상남도,112853 ,84055 
기초생활보장(맞춤형급여) - 중복제거,201901,제주특별자치도,23280 ,16455 
기초생활보장(맞춤형급여) - 중복제거,201902,서울특별시,295517 ,213378 
기초생활보장(맞춤형급여) - 중복제거,201902,부산광역시,161856 ,119157 
기초생활보장(맞춤형급여) - 중복제거,201902,대구광역시,111999 ,79624 
기초생활보장(맞춤형급여) - 중복제거,201902,인천광역시,113321 ,78312 
기초생활보장(맞춤형급여) - 중복제거,201902,광주광역시,73844 ,47877 
기초생활보장(맞춤형급여) - 중복제거,201902,대전광역시,56980 ,39616 
기초생활보장(맞춤형급여) - 중복제거,201902,울산광역시,23713 ,17446 
기초생활보장(맞춤형급여) - 중복제거,201902,세종특별자치시,5064 ,3625 
기초생활보장(맞춤형급여) - 중복제거,201902,경기도,304741 ,219640 
기초생활보장(맞춤형급여) - 중복제거,201902,강원도,68172 ,50534 
기초생활보장(맞춤형급여) - 중복제거,201902,충청북도,59834 ,44373 
기초생활보장(맞춤형급여) - 중복제거,201902,충청남도,66565 ,49402 
기초생활보장(맞춤형급여) - 중복제거,201902,전라북도,102408 ,71002 
기초생활보장(맞춤형급여) - 중복제거,201902,전라남도,85579 ,62867 
기초생활보장(맞춤형급여) - 중복제거,201902,경상북도,108572 ,81655 
기초생활보장(맞춤형급여) - 중복제거,201902,경상남도,113914 ,84835 
기초생활보장(맞춤형급여) - 중복제거,201902,제주특별자치도,23431 ,16581 
기초생활보장(맞춤형급여) - 중복제거,201903,서울특별시,295501 ,213838 
기초생활보장(맞춤형급여) - 중복제거,201903,부산광역시,161756 ,119352 
기초생활보장(맞춤형급여) - 중복제거,201903,대구광역시,112042 ,79830 
기초생활보장(맞춤형급여) - 중복제거,201903,인천광역시,113464 ,78499 
기초생활보장(맞춤형급여) - 중복제거,201903,광주광역시,73683 ,47913 
기초생활보장(맞춤형급여) - 중복제거,201903,대전광역시,56898 ,39657 
기초생활보장(맞춤형급여) - 중복제거,201903,울산광역시,23986 ,17662 
기초생활보장(맞춤형급여) - 중복제거,201903,세종특별자치시,5089 ,3638 
기초생활보장(맞춤형급여) - 중복제거,201903,경기도,305934 ,220825 
기초생활보장(맞춤형급여) - 중복제거,201903,강원도,68131 ,50624 
기초생활보장(맞춤형급여) - 중복제거,201903,충청북도,59637 ,44321 
기초생활보장(맞춤형급여) - 중복제거,201903,충청남도,66433 ,49465 
기초생활보장(맞춤형급여) - 중복제거,201903,전라북도,102210 ,70998 
기초생활보장(맞춤형급여) - 중복제거,201903,전라남도,85129 ,62760 
기초생활보장(맞춤형급여) - 중복제거,201903,경상북도,108501 ,81755 
기초생활보장(맞춤형급여) - 중복제거,201903,경상남도,113664 ,84731 
기초생활보장(맞춤형급여) - 중복제거,201903,제주특별자치도,23300 ,16528 
기초생활보장(맞춤형급여) - 중복제거,201904,서울특별시,300442 ,217471 
기초생활보장(맞춤형급여) - 중복제거,201904,부산광역시,164442 ,121305 
기초생활보장(맞춤형급여) - 중복제거,201904,대구광역시,113557 ,80936 
기초생활보장(맞춤형급여) - 중복제거,201904,인천광역시,115273 ,79759 
기초생활보장(맞춤형급여) - 중복제거,201904,광주광역시,74594 ,48521 
기초생활보장(맞춤형급여) - 중복제거,201904,대전광역시,57655 ,40194 
기초생활보장(맞춤형급여) - 중복제거,201904,울산광역시,24452 ,18020 
기초생활보장(맞춤형급여) - 중복제거,201904,세종특별자치시,5238 ,3731 
기초생활보장(맞춤형급여) - 중복제거,201904,경기도,310103 ,223603 
기초생활보장(맞춤형급여) - 중복제거,201904,강원도,69083 ,51278 
기초생활보장(맞춤형급여) - 중복제거,201904,충청북도,60500 ,44882 
기초생활보장(맞춤형급여) - 중복제거,201904,충청남도,67223 ,50022 
기초생활보장(맞춤형급여) - 중복제거,201904,전라북도,103823 ,72021 
기초생활보장(맞춤형급여) - 중복제거,201904,전라남도,86257 ,63507 
기초생활보장(맞춤형급여) - 중복제거,201904,경상북도,110374 ,83051 
기초생활보장(맞춤형급여) - 중복제거,201904,경상남도,115536 ,85931 
기초생활보장(맞춤형급여) - 중복제거,201904,제주특별자치도,23856 ,16889 
기초생활보장(맞춤형급여) - 중복제거,201905,서울특별시,304817 ,220665 
기초생활보장(맞춤형급여) - 중복제거,201905,부산광역시,166376 ,122766 
기초생활보장(맞춤형급여) - 중복제거,201905,대구광역시,114578 ,81691 
기초생활보장(맞춤형급여) - 중복제거,201905,인천광역시,117054 ,80969 
기초생활보장(맞춤형급여) - 중복제거,201905,광주광역시,75290 ,49024 
기초생활보장(맞춤형급여) - 중복제거,201905,대전광역시,58180 ,40607 
기초생활보장(맞춤형급여) - 중복제거,201905,울산광역시,24934 ,18348 
기초생활보장(맞춤형급여) - 중복제거,201905,세종특별자치시,5422 ,3824 
기초생활보장(맞춤형급여) - 중복제거,201905,경기도,315619 ,227240 
기초생활보장(맞춤형급여) - 중복제거,201905,강원도,69802 ,51813 
