사업명,기준년월,시도,수급권자수,수급가구수
기초생활보장(맞춤형급여)-중복제거,2020-05,대전광역시,63358,44332
기초생활보장(맞춤형급여)-중복제거,2020-05,울산광역시,29614,21680
기초생활보장(맞춤형급여)-중복제거,2020-05,세종특별자치시,6423,4414
기초생활보장(맞춤형급여)-중복제거,2020-05,경기도,352839,254496
기초생활보장(맞춤형급여)-중복제거,2020-05,강원도,75787,56497
기초생활보장(맞춤형급여)-중복제거,2020-05,충청북도,66154,48929
기초생활보장(맞춤형급여)-중복제거,2020-05,충청남도,72468,54084
기초생활보장(맞춤형급여)-중복제거,2020-05,전라북도,110965,77388
기초생활보장(맞춤형급여)-중복제거,2020-05,전라남도,90207,66807
기초생활보장(맞춤형급여)-중복제거,2020-05,경상북도,119170,89923
기초생활보장(맞춤형급여)-중복제거,2020-05,경상남도,129865,95942
기초생활보장(맞춤형급여)-중복제거,2020-05,제주특별자치도,26219,18480
기초생활보장(맞춤형급여)-중복제거,2020-06,서울특별시,344141,251486
기초생활보장(맞춤형급여)-중복제거,2020-06,부산광역시,187436,138361
기초생활보장(맞춤형급여)-중복제거,2020-06,대구광역시,125922,90570
기초생활보장(맞춤형급여)-중복제거,2020-06,인천광역시,133911,92878
기초생활보장(맞춤형급여)-중복제거,2020-06,광주광역시,81892,53888
기초생활보장(맞춤형급여)-중복제거,2020-06,대전광역시,64265,44940
기초생활보장(맞춤형급여)-중복제거,2020-06,울산광역시,30670,22377
기초생활보장(맞춤형급여)-중복제거,2020-06,세종특별자치시,6603,4524
기초생활보장(맞춤형급여)-중복제거,2020-06,경기도,359679,258897
기초생활보장(맞춤형급여)-중복제거,2020-06,강원도,76633,57096
기초생활보장(맞춤형급여)-중복제거,2020-06,충청북도,66897,49484
기초생활보장(맞춤형급여)-중복제거,2020-06,충청남도,73390,54758
기초생활보장(맞춤형급여)-중복제거,2020-06,전라북도,111962,78095
기초생활보장(맞춤형급여)-중복제거,2020-06,전라남도,90878,67312
기초생활보장(맞춤형급여)-중복제거,2020-06,경상북도,120462,90886
기초생활보장(맞춤형급여)-중복제거,2020-06,경상남도,131604,97136
기초생활보장(맞춤형급여)-중복제거,2020-06,제주특별자치도,26965,18936
기초생활보장(맞춤형급여)-중복제거,2020-07,서울특별시,349723,255574
기초생활보장(맞춤형급여)-중복제거,2020-07,부산광역시,190172,140295
기초생활보장(맞춤형급여)-중복제거,2020-07,대구광역시,127627,91871
기초생활보장(맞춤형급여)-중복제거,2020-07,인천광역시,136512,94591
기초생활보장(맞춤형급여)-중복제거,2020-07,광주광역시,82462,54272
기초생활보장(맞춤형급여)-중복제거,2020-07,대전광역시,65011,45454
기초생활보장(맞춤형급여)-중복제거,2020-07,울산광역시,31359,22873
기초생활보장(맞춤형급여)-중복제거,2020-07,세종특별자치시,6794,4613
기초생활보장(맞춤형급여)-중복제거,2020-07,경기도,364880,262307
기초생활보장(맞춤형급여)-중복제거,2020-07,강원도,77300,57601
기초생활보장(맞춤형급여)-중복제거,2020-07,충청북도,67605,49973
기초생활보장(맞춤형급여)-중복제거,2020-07,충청남도,74088,55291
